Day Order,Prediction Value
Day1,93.07629279966284
Day2,95.20987598169107
Day3,93.68832814992228
Day4,92.30480134990518
Day5,90.18614134072297
Day6,90.18614134072297
Day7,90.3721826173796
Day8,90.9191184475664
Day9,91.06861006147918
Day10,90.97902211284
